1,15835620
65,13855780
4,14527120
69,13707140
7,12941700
72,14339440
11,10963940
76,14811480
14,11933500
79,14078580
82,14604880
18,11821640
21,10751160
86,16082120
24,12418820
89,15744120
28,12685440
93,14635520
31,12553080
96,14934600
35,12478540
100,15056080
38,11570700
41,12275480
45,12493300
48,13229260
52,12739720
55,13005620
59,13152400
62,11933500
